,broker,count,bamount,bcount,samount,scount,top3
258,国信证券股份有限公司广州新港西路证券营业部,1,69.05,1,0.0,0,龙溪股份
259,西藏东方财富证券股份有限公司北京建国路证券营业部,1,3927.94,1,0.0,0,中源协和
260,华泰证券股份有限公司岳阳五里牌证券营业部,1,55.24,1,0.0,0,龙溪股份
261,中信建投证券股份有限公司潮州市潮枫路证券营业部,1,482.4,1,0.0,0,中源协和
262,西藏东方财富证券股份有限公司厦门莲岳路证券营业部,1,54.69,1,0.0,0,龙溪股份
263,中银国际证券有限责任公司广州天河路证券营业部,1,418.96,1,0.0,0,中源协和
264,国泰君安证券股份有限公司上海虹口区大连路证券营业部,1,644.2,1,0.0,0,兰石重装
265,长江证券股份有限公司武汉龙阳大道证券营业部,1,0.0,0,860.23,1,龙溪股份
266,东海证券股份有限公司溧阳南大街证券营业部,1,402.8,1,0.0,0,中源协和
267,太平洋证券股份有限公司曲靖麒麟南路证券营业部,1,617.03,1,0.0,0,兰石重装
268,安信证券股份有限公司上海杨高南路证券营业部,1,0.0,0,572.98,1,龙溪股份
269,中信建投证券股份有限公司北京安立路证券营业部,2,581.18,1,3902.65,1,"今飞凯达,中源协和"
270,兴业证券股份有限公司陕西分公司,6,7062.74,5,3199.99,1,"八一钢铁,陇神戎发,金能科技"
271,华泰证券股份有限公司南通人民中路证券营业部,6,1766.49,4,899.65,2,"新宏泽,兰石重装,陇神戎发,"
272,中国银河证券股份有限公司广州天河北路证券营业部,1,708.56,1,0.0,0,禾丰牧业
273,长城国瑞证券有限公司杭州新塘路证券营业部,1,0.0,0,552.4,1,龙溪股份
274,华福证券有限责任公司石狮金林路证券营业部,1,0.0,0,3060.02,1,中源协和
275,国元证券股份有限公司上海虹桥路证券营业部,9,7722.77,3,18387.34,6,"八一钢铁,冀东装备,恒泰艾普,"
276,中国银河证券股份有限公司北京广渠门大街证券营业部,2,575.08,1,3.11,1,"兰石重装,新日股份"
277,大通证券股份有限公司杭州古墩路证券营业部,1,0.0,0,251.2,1,龙溪股份
278,第一创业证券股份有限公司廊坊建设路证券营业部,2,377.71,1,860.84,1,"大晟文化,中源协和"
279,光大证券股份有限公司宁波中山西路证券营业部,2,2115.97,2,0.0,0,"八一钢铁,第一创业"
280,长江证券股份有限公司上海绵绣路证券营业部,3,1853.73,1,2490.37,2,"太空板业,中源协和"
281,浙商证券股份有限公司淳安明珠路证券营业部,1,0.0,0,207.43,1,龙溪股份
282,中信证券股份有限公司武汉建设大道证券营业部,1,434.98,1,0.0,0,禾丰牧业
283,中国中投证券有限责任公司广州天河路证券营业部,4,1124.54,1,4035.37,3,"兰石重装,茂业商业"
284,国信证券股份有限公司深圳红岭中路证券营业部,8,8941.53,6,14532.18,2,"海虹控股,力盛赛车,兔宝宝,"
285,招商证券股份有限公司广州天河北路证券营业部,2,0.0,0,677.02,2,"迪贝电气,禾丰牧业"
286,湘财证券股份有限公司佛山祖庙路证券营业部,3,1119.14,2,1220.84,1,"兰石重装,迪贝电气"
287,中信证券股份有限公司深圳深南大道证券营业部,3,445.5,1,3789.21,2,"红太阳,太空板业,八一钢铁"
288,中信建投证券股份有限公司福清田乾路证券营业部,2,0.0,0,753.8,2,兰石重装
289,华福证券有限责任公司福州金环路证券营业部,2,0.0,0,626.34,2,兰石重装
290,恒泰证券股份有限公司上海杜鹃路证券营业部,9,10457.17,7,2756.52,2,"八一钢铁,南宁百货,迪贝电气,"
291,中国国际金融股份有限公司上海黄浦区湖滨路证券营业部,3,0.0,0,6777.41,3,"北新路桥,航发动力,禾丰牧业"
292,西藏东方财富证券股份有限公司上海东方路证券营业部,8,11772.67,4,8813.15,4,"陇神戎发,八一钢铁,大晟文化,"
293,华泰证券股份有限公司杭州求是路证券营业部,7,2976.93,2,5093.13,5,"茂业商业,华灿光电,陇神戎发,"
294,湘财证券股份有限公司上海张杨路证券营业部,5,3003.75,3,639.65,2,"茂业商业,三超新材,陕西金叶"
295,天风证券股份有限公司客户资产管理部,2,2055.72,1,1820.97,1,茂业商业
296,世纪证券有限责任公司南昌阳明路证券营业部,2,1066.79,1,1251.66,1,茂业商业
297,中国中投证券有限责任公司广州番禺桥南路证券营业部,1,0.0,0,4266.49,1,茂业商业
298,广发证券股份有限公司广州花城大道证券营业部,1,764.55,1,0.0,0,瑞斯康达
299,方正证券股份有限公司温州小南路证券营业部,7,8204.04,3,7619.16,4,"无锡银行,吴江银行,江阴银行,"
300,华泰证券股份有限公司长沙韶山北路证券营业部,1,0.0,0,2198.8,1,茂业商业
301,中信建投证券股份有限公司北京市马家堡西路证券营业部,1,639.29,1,0.0,0,瑞斯康达
302,中国中投证券有限责任公司湛江百园路证券营业部,4,2540.23,2,1704.31,2,"太空板业,博天环境,万通智控,"
303,华福证券有限责任公司泉州丰泽街第二证券营业部,3,2556.05,2,2511.33,1,吴江银行
304,中国中投证券有限责任公司广州花都凤凰北路证券营业部,1,0.0,0,1674.24,1,茂业商业
305,西藏东方财富证券股份有限公司昌都聚盛路证券营业部,5,1700.8,2,2.47,3,"周大生,瑞斯康达,第一创业,"
306,湘财证券股份有限公司台州祥和路证券营业部,1,1095.09,1,0.0,0,吴江银行
307,新时代证券股份有限公司三门峡崤山路证券营业部,2,2793.83,1,3034.26,1,"柳钢股份,吴江银行"
308,华泰证券股份有限公司常州新北区高新科技园证券营业部,4,5282.39,2,9342.43,2,"坤彩科技,濮阳惠成,瑞斯康达"
309,南京证券股份有限公司张家港步行街证券营业部,3,3926.18,1,7829.01,2,联泰环保
310,招商证券股份有限公司柳州解放北路证券营业部,2,0.0,0,2417.46,2,"博天环境,吴江银行"
311,海通证券股份有限公司北京中关村南大街证券营业部,9,3086.99,3,11894.6,6,"清源股份,天山股份,陇神戎发,"
312,招商证券股份有限公司深圳益田路免税商务大厦证券营业部,5,2249.19,2,2390.21,3,"易华录,航天机电,吴江银行,"
313,中国银河证券股份有限公司成都科华北路证券营业部,5,2182.82,2,5211.5,3,"中持股份,可立克,银龙股份,"
314,湘财证券股份有限公司上海陆家嘴证券营业部,11,7000.15,3,13480.25,8,"韩建河山,联泰环保,张家港行,"
315,兴业证券股份有限公司厦门兴隆路证券营业部,2,875.75,1,1281.01,1,"柳钢股份,吴江银行"
316,华泰证券股份有限公司太原体育路证券营业部,2,0.0,0,2221.01,2,"新劲刚,瑞斯康达"
317,长江证券股份有限公司厦门湖滨北路证券营业部,2,3280.74,1,1182.26,1,"柳钢股份,吴江银行"
318,安信证券股份有限公司梅州新中路证券营业部,4,1649.7,2,1744.71,2,"正虹科技,中持股份,乐心医疗,"
319,华泰证券股份有限公司湖北分公司,1,0.0,0,889.77,1,联泰环保
320,国泰君安证券股份有限公司徐州解放路证券营业部,4,2.86,1,1348.0,3,"韦尔股份,金石资源,联泰环保"
321,安信证券股份有限公司上海世纪大道证券营业部,1,15.12,1,0.0,0,韦尔股份
322,浙商证券股份有限公司永康九铃东路证券营业部,2,1102.3,1,1.01,1,"巨力索具,韦尔股份"
323,东北证券股份有限公司江阴滨江东路证券营业部,1,1359.17,1,0.0,0,清源股份
324,中邮证券有限责任公司西安阎良人民路证券营业部,1,0.0,0,1.01,1,韦尔股份
325,山西证券股份有限公司汾阳汾酒厂证券营业部,1,0.0,0,1.01,1,韦尔股份
326,中原证券股份有限公司青岛仙霞岭路证券营业部,3,1799.43,1,3042.69,2,"西部资源,清源股份"
327,中国银河证券股份有限公司重庆沙南街证券营业部,2,1673.18,1,1242.29,1,清源股份
328,浙商证券股份有限公司杭州萧山恒隆广场证券营业部,2,0.0,0,2049.94,2,"共达电声,清源股份"
329,中国银河证券股份有限公司宁波大庆南路证券营业部,2,3088.33,2,0.0,0,"八一钢铁,全信股份"
330,华泰证券股份有限公司海门解放中路证券营业部,2,1650.18,2,0.0,0,"康惠制药,江阴银行"
331,招商证券股份有限公司深圳深南大道车公庙证券营业部,3,1703.99,2,1313.8,1,"康惠制药,中油工程,长川科技"
332,招商证券股份有限公司北京安外大街证券营业部,1,0.0,0,2013.13,1,八一钢铁
333,西藏东方财富证券股份有限公司山南乃东县湖南路证券营业部,3,1340.79,3,0.0,0,"正元智慧,康惠制药,海默科技"
334,申万宏源证券有限公司武汉青年路证券营业部,5,7934.68,3,5742.72,2,"八一钢铁,中成股份"
335,东方证券股份有限公司厦门仙岳路证券营业部,4,3399.21,1,7900.66,3,"坤彩科技,乐心医疗,中房地产"
336,广发证券股份有限公司成都新光路证券营业部,2,403.56,1,780.78,1,"佳讯飞鸿,康惠制药"
337,中国银河证券股份有限公司杭州天城东路证券营业部,5,6906.12,4,2318.93,1,"坤彩科技,中持股份,渤海股份,"
338,华宝证券有限责任公司上海自贸区证券营业部,1,0.0,0,541.12,1,康惠制药
339,中国银河证券股份有限公司北京金融街证券营业部,3,0.0,0,1018.07,3,"中泰桥梁,格尔软件,康惠制药"
340,广发证券股份有限公司广州环市东路证券营业部,1,0.0,0,2727.25,1,坤彩科技
341,浙商证券股份有限公司临安万马路证券营业部,4,4923.04,2,5164.62,2,"银龙股份,渤海股份,坤彩科技"
342,华泰证券股份有限公司台州中心大道证券营业部,1,0.0,0,2464.14,1,坤彩科技
343,海通证券股份有限公司蚌埠中荣街证券营业部,6,5332.4,2,11443.88,4,"张家港行,清源股份,川润股份,"
344,五矿证券有限公司北京将台路证券营业部,1,0.0,0,2705.26,1,清源股份
345,华鑫证券有限责任公司上海宛平南路证券营业部,2,1314.71,1,1508.58,1,科林电气
